name,mos
apple_dec_0_r1.ply,4.181818181818182
apple_dec_0_r2.ply,5.090909090909091
apple_dec_0_r3.ply,6.0606060606060606
apple_dec_0_r4.ply,5.121212121212121
apple_dec_0_r5.ply,5.7272727272727275
apple_dec_0_r6.ply,6.848484848484849
apple_dec_0_r7.ply,5.818181818181818
apple_dec_0_r8.ply,6.0
apple_dec_0_r9.ply,8.0
apple_q_bit10_CN1.ply,9.424242424242424
apple_q_bit10_CN2.ply,7.181818181818182
apple_q_bit10_CN3.ply,4.9393939393939394
apple_q_bit10_CN4.ply,3.696969696969697
apple_q_bit10_CN5.ply,3.1515151515151514
apple_q_bit10_DS1.ply,9.242424242424242
apple_q_bit10_DS2.ply,8.606060606060606
apple_q_bit10_DS3.ply,6.424242424242424
apple_q_bit10_DS4.ply,4.393939393939394
apple_q_bit10_DS5.ply,2.121212121212121
apple_q_bit10_GN1.ply,9.030303030303031
apple_q_bit10_GN2.ply,8.787878787878787
apple_q_bit10_GN3.ply,8.090909090909092
apple_q_bit10_GN4.ply,4.818181818181818
apple_q_bit10_GN5.ply,4.696969696969697
apple_q_bit10_dl_R0.ply,1.303030303030303
apple_q_bit10_dl_R2.ply,3.6363636363636362
apple_q_bit10_dl_R3.ply,5.606060606060606
apple_q_bit10_dl_R5.ply,6.090909090909091
apple_q_bit10_dl_R6.ply,7.03030303030303
apple_q_bit10_gpcc_r1.ply,8.818181818181818
apple_q_bit10_gpcc_r2.ply,7.606060606060606
apple_q_bit10_gpcc_r3.ply,4.545454545454546
apple_q_bit10_gpcc_r4.ply,6.9393939393939394
apple_q_bit10_gpcc_r5.ply,6.0606060606060606
apple_q_bit10_gpcc_r6.ply,4.454545454545454
apple_q_bit10_gpcc_r7.ply,2.878787878787879
apple_q_bit10_gpcc_r8.ply,3.272727272727273
apple_q_bit10_gpcc_r9.ply,2.8484848484848486
apple_q_bit10_gpcc_r10.ply,1.5757575757575757
apple_q_bit10_gpcc_r11.ply,1.8484848484848484
apple_q_bit10_gpcc_r12.ply,1.5454545454545454
axe_dec_0_r1.ply,5.515151515151516
axe_dec_0_r2.ply,6.787878787878788
axe_dec_0_r3.ply,6.575757575757576
axe_dec_0_r4.ply,5.212121212121212
axe_dec_0_r5.ply,7.303030303030303
axe_dec_0_r6.ply,7.818181818181818
axe_dec_0_r7.ply,5.303030303030303
axe_dec_0_r8.ply,7.666666666666667
axe_dec_0_r9.ply,8.030303030303031
axe_q_bit10_CN1.ply,9.090909090909092
axe_q_bit10_CN2.ply,8.272727272727273
axe_q_bit10_CN3.ply,4.9393939393939394
axe_q_bit10_CN4.ply,4.03030303030303
axe_q_bit10_CN5.ply,3.242424242424242
axe_q_bit10_DS1.ply,9.242424242424242
axe_q_bit10_DS2.ply,9.090909090909092
axe_q_bit10_DS3.ply,8.363636363636363
axe_q_bit10_DS4.ply,6.121212121212121
axe_q_bit10_DS5.ply,2.9393939393939394
axe_q_bit10_GN1.ply,7.96969696969697
axe_q_bit10_GN2.ply,6.909090909090909
axe_q_bit10_GN3.ply,4.03030303030303
axe_q_bit10_GN4.ply,2.8484848484848486
axe_q_bit10_GN5.ply,2.6363636363636362
axe_q_bit10_dl_R0.ply,1.121212121212121
axe_q_bit10_dl_R2.ply,3.242424242424242
axe_q_bit10_dl_R3.ply,5.303030303030303
axe_q_bit10_dl_R5.ply,8.06060606060606
axe_q_bit10_dl_R6.ply,8.666666666666666
axe_q_bit10_gpcc_r1.ply,6.878787878787879
axe_q_bit10_gpcc_r2.ply,6.606060606060606
axe_q_bit10_gpcc_r3.ply,5.848484848484849
axe_q_bit10_gpcc_r4.ply,8.06060606060606
axe_q_bit10_gpcc_r5.ply,6.545454545454546
axe_q_bit10_gpcc_r6.ply,4.666666666666667
axe_q_bit10_gpcc_r7.ply,6.787878787878788
